,news,date
1200,Interest Rate: Pension Fund investment in FG securities up 16.5% to N9.9 trn,"April07,2023"
1201,Customs intercepts N1.4bn expired drugs in S/West region,"April07,2023"
1202,Union Homes: Shareholders allege asset stripping by Aso Savings,"April07,2023"
1203,"NNPCL, stakeholders call for major investments to grow Nigeria’s gas resources","April07,2023"
1204,Naira appreciates marginally against dollar,"April06,2023"
1205,"Stock market extends bearish, sheds N553bn","April05,2023"
1206,Nigeria exports 214 products in 2022 — NEPC,"April05,2023"
1207,Ecobank grows profit 13% to $540m,"April05,2023"
1208,MAN backs FG’s decision to halt N10/litre excise duty on beverages,"April05,2023"
1209,Capital importation records 4th decline to $1.06bn in Q4’22,"April05,2023"
1210,NERC orders DisCos to connect new customers within 10 days after written request,"April05,2023"
1211,"FG approves 173 lending apps, bars illegal digital banks","April04,2023"
1212,Transcorp Hotels shareholders approve N1.3bn dividends,"April04,2023"
1213,Investment in cold-chain sector will aid economy diversification — Minister,"April04,2023"
1214,Nigeria dominates 60% of pharmaceutical production in ECOWAS,"April04,2023"
1215,"Nigerian insurers breach local content law, lose N44bn","April04,2023"
1216,Ingenium Concepts to train 4 millon SMEs on customer service for economic growth ,"April04,2023"
1217,Food & Beverage West Africa set to expand trade exhibition in Nigeria,"April04,2023"
1218,Leadway Assurance leads in premium income with N100bn,"April04,2023"
1219,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1220,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1221,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1222,"FCMB Group’s 2022 revenue hits N283bn, as profit rises 61%","April04,2023"
1223,Naira drops against dollar by 0.46%,"April03,2023"
1224,Foreign portfolio investments drop 49% in 2 months of 2023,"April03,2023"
1225,Wema Bank gets new Managing Director,"April02,2023"
1226,Edo Museum of West African Art unveils plans ,"April02,2023"
1227,What Geregu Power expects from incoming govt,"April01,2023"
1228,Naira gains against dollar by 0.03%,"March31,2023"
1229,Nigeria’s total public debt stock hits N46.25trn in Q4 2022 – NBS,"March31,2023"
1230,"First Bank changes name of UK, African subsidiaries","March31,2023"
1231,Port taskforce saves visiting ships N5.4bn demurrage in 2 yrs,"March31,2023"
1232,FCMB partners real estate firms in affordable housing,"March31,2023"
1233,NDIC assures Nigerians of safety of bank deposits,"March31,2023"
1234,Making 75% content of advertising locally’ll create 0.5m jobs —FG,"March31,2023"
1235,"First Bank changes name of UK, African subsidiaries","March31,2023"
1236,UBA records 31.2% rise in profit to N201bn in 2020,"March31,2023"
1237,Investment Bill: Ponzi scheme promoters risk 10 years jail term,"March31,2023"
1238,AM Best affirms ‘bbb-’credit ratings of AXA Mansard Insurance,"March31,2023"
1239,"Naira scarcity: Kidnappers now on break, bandits on holiday – Ngige","March30,2023"
1240,FG saved N3.9trn from port concession — Haastrup,"March30,2023"
1241,Banks to set up $20m capital to boost innovative market,"March30,2023"
1242,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1243,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1244,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1245,Hope rises for 2023 budget as Bonny Light price rebounds,"March30,2023"
1246,United Capital shareholders approve N9bn dividend payment,"March29,2023"
1247,ANLCA lists losses to crises,"March29,2023"
1248,Maritime economy key to Lagos 30yrs economic plan — Employment Clinic,"March29,2023"
1249,"CBN issues guidelines for banks, OFIs on license conversion","March29,2023"
1250,Queues disappear as banks increase cash payout to customers,"March29,2023"
1251,"US accuses world’s largest crypto platform, Binance of illegal operations  ","March28,2023"
1252,Dangote Cement to pay N340 dividend to shareholders,"March28,2023"
1253,"MTN’s Funso Aina named ‘Innovator of the Year’ in Europe, M-East, Africa","March28,2023"
1254,Access Bank Holdings gets regulatory approval on Zambian bank acquisition,"March28,2023"
1255,Commodity terms of trade falls 0.55 basis point,"March28,2023"
1256,Cash rationing persists amidst improved supply to banks,"March28,2023"
1257,First Citizens Bank to acquire collapsed SVB,"March27,2023"
1258,‘Nigeria’s built industry moving into Eco-building’,"March27,2023"
1259,"Stock Market: Portfolio rebalancing continues amid expected corporate earnings inflows, dividend ","March27,2023"
1260,Budget 2023: Fears as oil price drops 3% to $73.87 per barrel,"March27,2023"
1261,Why we introduced e-naira —CBN,"March27,2023"
1262,"Advans MFB expands operation, opens new branch","March27,2023"
1263,IMF warns of increased risks to global financial stability,"March26,2023"
1264,"Alleged fraud: CBN denies suspending OPAY, PALMPAY accounts","March25,2023"
1265,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1266,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1267,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1268,"CBN releases cash, orders banks to open on weekends","March24,2023"
1269,MPR hike: LCCI warns of stunted economic growth,"March24,2023"
1270,"Cash crunch: Banks, businesses lament scarcity of currency notes","March24,2023"
1271,‘Incoming government must build enabling environment for private sector’,"March24,2023"
1272,Reps to CBN: Direct commercial banks to overhaul e-platforms,"March24,2023"
1273,"Cash scarcity: NLC, CBN meet in Abuja","March23,2023"
1274,Insurance records 36% premium growth,"March23,2023"
1275,Naira scarcity: Reps want an overhaul of banking online systems,"March23,2023"
1276,Tony Elumelu Foundation disburses over $100m seed capital in 13 years,"March23,2023"
1277,IWD: FBN reiterates commitment to creating enabling environment for women,"March23,2023"
1278,"FAAC distributes N723bn to FG, States, LGs","March23,2023"
1279,Inflation pushes pension funds’ investment in FG bonds to N9.6trn,"March23,2023"
1280,"FAAC shares N723 b to FG, States, LGs","March22,2023"
1281,How new regulations’ll support petroleum industry growth — NMDPRA,"March22,2023"
1282,President Buhari celebrates Tony Elumelu at 60,"March22,2023"
1283,"CBN admits weak links in cash withdrawals, raises policy rate","March22,2023"
1284,Stride ERP to empower 2.5m SMEs across Africa,"March22,2023"
1285,GAC boss seeks policy to boost purchase of new cars by Nigerians,"March22,2023"
1286,"Rainoil calls for optimal utilisation of gas to achieve energy security, equity","March22,2023"
1287,Nigeria’s economy maintains nine-quarter consecutive growth — CBN,"March21,2023"
1288,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1289,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1290,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1291,"Experts canvass for smart meters to improve electricity distribution, revenue generation","March21,2023"
1292,Petrol price increased by 54.76% per litre in one year – NBS,"March21,2023"
1293,Just in: CBN raises interest rate to 18%,"March21,2023"
1294,Nigerian investors lose N16bn in stock market,"March21,2023"
1295,AXA Mansard empowers female entrepreneurs with digital marketing skills,"March21,2023"
1296,FCMB completes N20.686bn bonds,"March21,2023"
1297,Banks’ borrowing from CBN falls 14% to N453.7bn,"March21,2023"
1298,"Amazon mulls fresh job cuts, 9,000 more to go","March20,2023"
1299,"Interswitch, Nairametrics win EY 2023 Entrepreneur Awards","March20,2023"
1300,Stock investors  realign portfolios ahead of MPC outcome,"March20,2023"
1301, Cash crunch lingers despite compliance  with Supreme Court ruling  ,"March20,2023"
1302,"TRANSITION: MAN, CPPE  unveil must-do economic tasks for President-elect ","March19,2023"
1303,"Cash circulation improves, as new bank notes dry up","March17,2023"
1304,Shell resumes oil export from Bonny Oil Export Terminal,"March16,2023"
1305,We’ve reduced export waiting time from 2 weeks to 2 days — Customs,"March16,2023"
1306,Flutterwave secures 2 additional licenses in Rwanda,"March16,2023"
1307,"Eroton remains operator of OML-18, says Management","March16,2023"
1308,Cash crunch pushes down inflation month-on-month,"March16,2023"
1309,Nigeria’s export to rise as Shell resumes operations at Bonny,"March15,2023"
1310,Foreign airlines’ funds blocked in Nigeria hit $743.7m – IATA,"March15,2023"
1311,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1312,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1313,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1314,Emefiele leads conversation at 2023 African Central Bank Conference,"March15,2023"
1315,Inflation rate rises 21.91% in February — NBS,"March15,2023"
1316,"Respite as banks, others accept old N500, N1,000 notes","March15,2023"
1317,IWD: Speakers at Polaris Bank webinar call for women empowerment,"March15,2023"
1318,Wema Bank opens entries for Hackaholics 4.0,"March15,2023"
1319,"Relief for Nigerians as banks dispense, accept old Naira notes","March14,2023"
1320,CBN to hold 2-day monetary policy committee meeting,"March14,2023"
1321,"DMO re-opens, auctions 4 FGN bonds valued at N360bn in March","March14,2023"
1322,"Lebanese pound hits historic low of 100,000 to dollar","March14,2023"
1323,Flutterwave named in Y Combinator’s top companies list,"March14,2023"
1324,Signature Bank denies closure of US branch,"March14,2023"
1325,CASH CRUNCH: E-payment platforms record mixed performance,"March14,2023"
1326,Labour threatens GenCos over alleged  unfair policies,"March14,2023"
1327,CBN bars agents from using PoS terminals for transactions,"March14,2023"
1328,"Biden says customers’ deposits at failed Silicon Valley Bank, Signature Bank, safe","March13,2023"
1329,What Emefiele told me about old Naira notes — Soludo,"March13,2023"
1330,Prolonged cash scarcity and the boomerang effect (4),"March13,2023"
1331,Investors positioning for dividend rule equities market,"March13,2023"
1332,"MAN, market operators, others list agenda for incoming govt","March13,2023"
1333,Nation’s challenges threaten gas flare programme — Investigation,"March13,2023"
1334,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1335,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1336,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1337,NAIRA: Nigerians lament scarcity as banks issue old notes to hesitant customers ,"March12,2023"
1338,US shuts down Silicon Valley Bank,"March11,2023"
1339,Nigeria’s total trade for Q4 2022 stood at N11.722bn – NBS,"March10,2023"
1340,"Naira gains 0.05% against Dollar at investors, exporters’ window","March10,2023"
1341,2023: Sanwo-Olu reassures business community of commitment to growth,"March10,2023"
1342,Old notes: Cash crunch worsens as Nigerians wait on Buhari,"March10,2023"
1343,Flutterwave collaborates with Africa Fintech Summit,"March09,2023"
1344,ECONOMIC UNCERTAINTIES: Old Mutual urges insurance backed savings,"March09,2023"
1345,"FG’s revenue from VAT, CIT up 33% to N4.92trn","March09,2023"
1346,Open banking: CBN issues guidelines for customer data sharing,"March09,2023"
1347,"VAT, CIT revenue up 33% to N4.92 trn in 2022","March08,2023"
1348,"Bourseladies, Nigeria’s first women in capital markets magazine debuts","March08,2023"
1349,PenCom lists Stanbic IBTC Bank for funding of RSA backed mortgage,"March08,2023"
1350,Customs nabs trans-border syndicate forging import duty documents,"March08,2023"
1351,"NNPCL sacks Eroton, takes over JV operation of OML18","March08,2023"
1352,"Banks in shock as rejection of old N500, N1000 spreads","March08,2023"
1353,Video: Confusion as customers reject old Naira notes dispensed by banks,"March07,2023"
1354,Dangote Sugar profit rises 142% to N82.3bn,"March07,2023"
1355,"Access Bank boss bags FG’s Advisory Council on Women, Girls appointment","March07,2023"
1356,Anchor Borrowers record 52% loan repayment —CBN,"March07,2023"
1357,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1358,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1359,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1360,S-Court Ruling: Banks pay customers with old notes,"March07,2023"
1361,Only CBN can direct us on old Naira notes — Banks,"March06,2023"
1362,CBN disburses N114bn for 100-for-100 productivity policy,"March06,2023"
1363,Petrol: NNPC declares 35 days sufficiency with 1.2bn litres,"March06,2023"
1364,"United Capital posts N26.90bn revenue, gets MFB license","March06,2023"
1365,"NPA explain economic, security benefits of Tincan Port fencing","March06,2023"
1366,"Agenda for New President: Market operators seek abolition of capital gains tax, others","March06,2023"
1367,Supreme Court ruling: Uncertainty as banks wait on CBN,"March06,2023"
1368,Equities market sustains rally ahead of gubernatorial election,"March06,2023"
1369,"Bold decisions  next President must take — Obichukwu, Nairamatics Founder","March05,2023"
1370,"AfCFTA: Need to remove binding constraints — Pedro, UNECA scribe","March05,2023"
1371,Dentsu X Nigeria’s Alegbeleye appointed FCLA Dean,"March03,2023"
1372,"FirstBank dedicates March to empower, celebrate women","March03,2023"
1373,"Banks resume receiving old N500, N1000 notes","March03,2023"
1374,AfCFTA boosts intra-African trade by 20% — UN,"March03,2023"
1375,"Consumer loans reverse decline, rise 3.4% to N2.52trn","March03,2023"
1376,"Consumer loans reverse decline, rise 3.4% to N2.52trn","March03,2023"
1377,NGX Group grows revenue to N6.17bn,"March02,2023"
1378,"Food prices rise as C’River, Ebonyi lead hike","March02,2023"
1379,Cash shortages lead to sharp decline in business activities — Stanbic IBTC report,"March02,2023"
1380,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1381,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1382,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1383,How to fund eNaira wallets — Bullnet boss,"March01,2023"
1384,Forex inflows into Nigeria’s economy drop 40% to $26bn,"March01,2023"
1385,GDP Report: Comercio Partners counsels investors on opportunity sectors,"March01,2023"
1386,Nigeria’s balance of trade reverses to deficit,"February28,2023"
1387,"Women inclusion will deepen insurance, financial inclusion — Expert","February28,2023"
1388,Tax from ICT sector soars 147% to N131.97bn,"February28,2023"
1389,W/Bank deploys 100 solar grids in Nigeria,"February28,2023"
1390,Investors’ optimism over election outcome drives stock market to 16-yr high,"February27,2023"
1391,"‘Eko Inspires Me’ appoints Access Bank Chairman, Awosika as matron, adviser","February27,2023"
1392,Guinea Insurance commits to prompt claims settlement,"February27,2023"
1393,Gateway Int’l cargo airport capable of taking large aircraft — Osinbajo,"February27,2023"
1394,Analysts see further decline in Nigeria’s GDP,"February27,2023"
1395,Ibom Air gets N14bn recapitalisation funds from state govt,"February27,2023"
1396,FG must adjust shambolic monetary policies — Experts,"February27,2023"
1397,Aviation: Rising operational cost threatens domestic airlines survival,"February27,2023"
1398,Emirates flight suspension: NBN seeks Buhari intervention,"February27,2023"
1399,"High production cost, forex paucity real drivers of inflation — MAN","February27,2023"
1400,SEC pushes for Nigerian commodities to be accepted in international market,"February27,2023"
1401,"Our people continue to die from oil spills, Shell will pay","February26,2023"
1402,NCP approves preferred bidder for Zungeru Hydroelectric concession,"February24,2023"
1403,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1404,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1405,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1406,DMO innovates digital bond subscription,"February23,2023"
1407,"Poor performance in agric, industry sectors lower Nigeria’s GDP","February23,2023"
1408,Banks not shutting down services for elections – ACAMB,"February22,2023"
1409,Nigeria GDP growth drops to 3.1% in 2022 – NBS,"February22,2023"
1410,Tech startup unveils app for business solutions,"February22,2023"
1411,Brawal commissions new equipment for efficiency,"February22,2023"
1412,Call-up traffic management system at Apapa ports counts gains,"February22,2023"
1413,FG borrowed N2.13trn in two months to pay debts — DMO,"February21,2023"
1414,Buhari made a mistake with Naira redesign policy – El-Rufai,"February21,2023"
1415,Poor banks’ network: Customers resort to other payment service providers,"February21,2023"
1416,CBN denies receiving presidential orders to reissue old Naira notes,"February21,2023"
1417,FG to partner private sector on green tech,"February21,2023"
1418,Credit to govt rises faster than private sector,"February21,2023"
1419,Stanbic IBTC deepens pension adoption with launch of experience centre,"February21,2023"
1420,"Old Notes: Confusion, as banks carry out CBN directive","February20,2023"
1421,"Restriction of forex affects export, import of stock fish – Norwegian Envoy","February20,2023"
1422,Naira notes crunch drags down equity market,"February20,2023"
1423,We have achieved 6.7m connection —Rural Electrification Agency,"February19,2023"
1424,Attacks: Union orders banks’ staff to stay home,"February18,2023"
1425,NNPCL officially takes over as FG rests NNPC after 46 years,"February18,2023"
1426,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1427,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1428,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1429,"Digital inclusion: itel, Airtel partner, launch A60, ’23 4G smartphone","February17,2023"
1430,FG mulls unbundling Nigerian Railways for optimal performance,"February17,2023"
1431,2023: Sanwo-Olu reassures business community of commitment to growth,"February17,2023"
1432,"Over N5bn, 7 banks branches lost to attacks — ASSBIFI","February17,2023"
1433,Naira Redesign: Cash crunch may worsen forex shortage — FITCH,"February17,2023"
1434,NLRC extends Betway Nigeria’s operation for 5 years,"February17,2023"
1435,PoS group distances self from trading in Naira notes,"February17,2023"
1436,IEI re-enters market with innovations,"February16,2023"
1437,Korea tips Nigeria as gateway to Africa’s blue economy,"February16,2023"
1438,"Stock Exchange boss recommends options for improved govt revenue, GDP","February16,2023"
1439,Oil expert lists constraints to economic development,"February16,2023"
1440,Why Ikorodu port records low patronage,"February16,2023"
1441,Inflation resurges to 21.82 % over rising food prices,"February16,2023"
1442,CBN creates portal for old Naira notes,"February16,2023"
1443,How to report POS agents selling new naira notes – CBN,"February15,2023"
1444,Sterling Bank gifts free transfers to all customers,"February15,2023"
1445,Nigeria’s oil production rises 1.9% to 1.258 mb/d — OPEC,"February15,2023"
1446,"Confusion as traders, drivers reject old naira notes in Akure","February14,2023"
1447,"Stop selling Naira or risk imprisonment, CBN warns","February14,2023"
1448,Manufacturers spend N649bn on raw materials import,"February14,2023"
1449,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1450,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1451,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1452,"Honeywell Group, LSETF graduate 77 Lagos Innovates beneficiaries","February14,2023"
1453,NAIRA CRISES: ICAN calls for calm,"February14,2023"
1454,Manufacturers’ confidence in economy dampens in Q4’22,"February14,2023"
1455,FG uncovers N5.2 trillion debts ,"February13,2023"
1456,Economy: Appraising Emefiele’s vision and mission,"February13,2023"
1457,"Expect repositioning, profit taking in stocks – Analysts","February13,2023"
1458,NAIRA NOTES: Suspension of deadline records zero compliance,"February13,2023"
1459,"Economy: Households ration food, opt for mini sachet items","February13,2023"
1460,"Banknote crises:  Shoprite, others reject old notes","February12,2023"
1461,NAIRA: No shortage of printing materials,"February12,2023"
1462,Election: Parthian Group allays stock investors’ fears,"February10,2023"
1463,Controversy trails content of vessel call at Lekki Port,"February10,2023"
1464,Nigerdock repositions for growth; announces new vision,"February10,2023"
1465,ELECTION: Parthian Group allays stock investors’ fears,"February10,2023"
1466,NDIC ready to pay depositors of closed banks – MD,"February09,2023"
1467,"IFC partners Union Bank to support trade, SMEs","February09,2023"
1468,Heirs Life partners Transcorp Hotels Calabar with Term Assure plan,"February09,2023"
1469,Manufacturers target 20% sector contribution to GDP by 2030,"February09,2023"
1470,"IMF pushes for fiscal, monetary policy reforms in Nigeria","February09,2023"
1471,MfBs left out in new Naira note implementation plan,"February08,2023"
1472,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1473,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1474,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1475,FUEL CRISES: Confusion as IPMAN orders members on lifting,"February08,2023"
1476,Jaiz Bank declares N6.67bn profit,"February07,2023"
1477,NIPC moves to slash Nigeria’s appetite for borrowing,"February07,2023"
1478,Lafarge Africa wins 4 sustainability awards,"February07,2023"
1479,Cadbury Nigeria records N55bn revenue in 2022,"February07,2023"
1480,NDIC reiterates commitment to strong deposit insurance framework,"February07,2023"
1481,Equities benchmark index hits 14-year high,"February06,2023"
1482,Redesigned Naira: OPS clamours measures to tackle hiccups in supply ,"February06,2023"
1483,CBN uncovers hoarded N6m new naira notes in Ekiti Bank,"February06,2023"
1484,PETROL SHORTAGE: Owners charge over N200 per litre ex-depot price,"February06,2023"
1485,"Cash swap: Students are suffering — Parents, NANS","February05,2023"
1486,"NNPCL, Daewoo seal $740m deal for Kaduna Refinery repairs","February03,2023"
1487,FG disputes Moody’s downgrade of Nigeria’s credit rating,"February03,2023"
1488,Breaking: CBN directs banks to pay redesign naira notes over-the-counter,"February02,2023"
1489,CBN directs banks to pay redesigned naira notes over-the-counter,"February02,2023"
1490,"Turnover in I&E forex falls 32%, as Naira depreciates","February02,2023"
1491,Banks must collaborate to fight illicit practices – FCMB boss,"February01,2023"
1492,Nigeria’s public debt rises 2.9% to N44.06trn in Q3’22,"February01,2023"
1493,IMF upgrades Nigeria’s 2023 economic growth projection to 3.2%,"February01,2023"
1494,"CBN ‘ll continue to redeem old Naira notes after deadline, Emefiele tells Reps","January31,2023"
1495,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1496,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1497,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1498,FG bonds tumble following Moody’s rating downgrade,"January31,2023"
1499,Credit to government rises 8% to N24.6trn,"January31,2023"
1500,"UBA appoints Abiola Bawuah, 1st female CEO","January30,2023"
1501,"How interest rate hike will impact SMEs, consumers — Comercio Partners","January30,2023"
1502,"Portfolio rebalancing trail equities amid MPR adjustment, election uncertainties","January30,2023"
1503,Guinness’ revenue increases by 9% to N118. 5bn,"January30,2023"
1504,"Naira Notes: Buhari, Reps heading for clash over CBN’s 10-day extension","January30,2023"
1505,Currency swap deadline puts N100trn national output at risk — CPPE,"January29,2023"
1506,"Vanguard Awards: Julius Rone, The Gas King","January27,2023"
1507,"Vanguard Awards: Rasaq Okoya, Industrialist, philanthropist par excellence","January27,2023"
1508,"Vanguard Awards: Wale Tinubu, The King of African Oil","January27,2023"
1509,"Lekki Port, CMA CGM Shipping collaborate to grow Nigeria’s trade volume","January27,2023"
1510,"Edo, Port of Antwerp partner on Benin River Port project","January27,2023"
1511,FDI: FG assures Russian investors of improved security,"January27,2023"
1512,"CBN to ban dollar charges on card transactions, unveils domestic card","January27,2023"
1513,Monetary policy tightening portends negative outcome for equities  — Parthian Securities,"January27,2023"
1514,"CBN launches Nigerian Domestic Card, AfriGo, bans dollar charges on domestic transactions","January26,2023"
1515,Nigeria hosts maritime ‘Exercise Obangame Express 2023’ in Lagos,"January25,2023"
1516,CBN raises monetary policy rate to 17.5%,"January25,2023"
1517,Stockbrokers task incoming administration on 5 key economy drivers,"January25,2023"
1518,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1519,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1520,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1521,"CBN  raises rate to 17.5 %, insists on January 31 deadline for old Naira notes","January24,2023"
1522,NEW PRICE: Independent marketers sell fuel at N300 per litre,"January24,2023"
1523,Over 50% unbanked population may lose savings to CBN’s currency redesign — Report,"January24,2023"
1524,Mutual Benefits will continue to provide better service to customers — Ogunbiyi,"January24,2023"
1525,LEKKI PORT: Neighbouring countries approach NPA for cargo trans-shipment,"January24,2023"
1526,Lagos Commodities onboards Imota Rice receipts for trading,"January24,2023"
1527,FIRS rakes in N10.1trn revenue,"January24,2023"
1528,Cost of living to dominate global risks in the next 2yrs — WEF’23,"January23,2023"
1529,"NEW PRICE: Major marketers adjust meter, sell at N185 per litre","January23,2023"
1530,Mixed sentiments amid election worries trial equities market,"January23,2023"
1531,"CBN, banks in battle of wits over new Naira notes","January23,2023"
1532,FG increases petrol price to N185 per litre,"January20,2023"
1533,SIFAX ICT records 8736hrs zero injury lost time,"January19,2023"
1534,Volume of PoS transactions falls 2% to 85.2m,"January19,2023"
1535,Gradual removal of petrol subsidy starts April —FG,"January19,2023"
1536,2023: Moderate  growth alone not enough to boost economy — NESG,"January19,2023"
1537,Defamation: Kanu files N20bn suit against Malami,"January18,2023"
1538,Access Bank restates commitment to deepen presence in Kenyan market,"January18,2023"
1539,3 vessels laden with 98.8m litres of petrol arrive Lagos ports,"January18,2023"
1540,Debt: DMO set to raise N1.2trn via FGN bonds in Q1’23,"January18,2023"
1541,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1542,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1543,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1544,High interest rate to persist in 2023 — Access Pensions,"January17,2023"
1545,Buhari charges African countries to exploit inter-African trade,"January17,2023"
1546,Inflation softens but food index rises further,"January17,2023"
1547,"2023: Cost pressures on companies to persist, as OPS lists pain points","January16,2023"
1548,Equities market rebounds as investors reap N896bn,"January16,2023"
1549,Non-oil exports rises 29% to N6.56bn,"January16,2023"
1550,"2023: Cost pressures on companies to persist, as OPS lists pain points","January16,2023"
1551,Nigeria records 39.91% increase in non-oil export performance for 2022,"January15,2023"
1552,Apapa Customs handled export cargo worth $68.5m in 2022,"January13,2023"
1553,King Charles Lambert announces Pan African Job Centre to create 300 million jobs for Africa youths,"January13,2023"
1554,Capital importation falls 24% to $4.56bn,"January13,2023"
1555,Manufacturers urge FG to back Executive Orders with enabling laws,"January13,2023"
1556,Africa Prudential bags more ISO Certifications,"January13,2023"
1557,Nigeria’s debt profile may hit N77trn in June — NECA,"January12,2023"
1558,"2023 Budget: FG to spend N394.699m on purchase of vehicles, office equipment, gym","January12,2023"
1559,House passes 3 major maritime bills for operational efficiency,"January12,2023"
1560,"Standardized digital communication, key to effective port, flag administration — NIMASA boss","January12,2023"
1561,MTN rolls out social media advert strategy for MSMEs,"January12,2023"
1562,World Bank downgrades Nigeria’s 2023 growth  to 2.9%,"January11,2023"
1563,"GTB UK, FCA reach settlement over anti-money laundering controls","January11,2023"
1564,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1565,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1566,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1567,Foreign investment in agric sector down 37.9% to $59.2m,"January11,2023"
1568,Royal Exchange appoints Nwachukwu MD,"January11,2023"
1569,LCCI calls for equity financing for budget deficits,"January11,2023"
1570,Transcorp Group bags multiple awards,"January10,2023"
1571,Buhari appoints Stores FIRS Board member,"January10,2023"
1572,Customs FOU Zone A seizes smuggled goods worth N13.9bn,"January10,2023"
1573,Infrastructure deficiency restricts manufacturing to 55% capacity utilisation — MAN,"January10,2023"
1574,"FastCash offers up to N200,000 in loans for school fees","January10,2023"
1575,Abuja banks commence new cash withdrawal policy implementation ,"January09,2023"
1576,Innovation in the digital payments space will continue — Ecobank CEO,"January09,2023"
1577,Investors lose N26bn on profit-taking activities,"January09,2023"
1578,Net Forex inflow falls 47% to $25bn,"January09,2023"
1579,Economy ’ll rebound with credible polls — Bank CEOs,"January09,2023"
1580,Economy’ll rebound with credible polls — Bank CEOs,"January09,2023"
1581,TUC fumes over contradictory stance of politicians on petrol importation,"January06,2023"
1582,Nigeria’s trade surplus rises 69% to $11.58bn,"January06,2023"
1583,Polaris Bank sale followed due process – CBN,"January05,2023"
1584,Petrol: Tanker drivers threaten strike over harassment by security agents,"January05,2023"
1585,Sovereign Trust assures policyholders in 2023,"January05,2023"
1586,SEC records 96% compliance to prudential filing,"January05,2023"
1587,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1588,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1589,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1590,Consumer credit falls 1.3%  to N2.37trn ,"January05,2023"
1591,CBN defends sale of Polaris Bank to SCIL,"January05,2023"
1592,We’ve been borrowing to fund petrol subsidy — Finance Minister,"January05,2023"
1593,"Stock market opens positive, investors gain N188bn","January04,2023"
1594,"Union Bank, Oando exit NGX-30 index, as Wema Bank, BUA Foods join","January04,2023"
1595,2023: FG should sustain targeted interventions to avert recession — LCCI ,"January04,2023"
1596,FG’s deficit spending falls 21% to N530bn in October — CBN,"January04,2023"
1597,Julius Rone: The Gas King,"January03,2023"
1598,Tax clearance certificate now easy to obtain — FIRS,"January03,2023"
